user_id,top_concept_names,top_concept_acts,overlap,new_items,popular_before,popular_after
3380,Comedy|popularity|War,+0.280|+0.244|+0.123,12,8,8,7
3379,popularity|Western|contemporary,+0.349|+0.345|+0.295,16,4,8,7
3378,popularity|Animation|Musical,+0.598|+0.573|+0.236,10,10,9,14
3377,Thriller|Action|Horror,+0.410|+0.248|+0.232,16,4,0,1
3376,popularity|Animation|contemporary,+0.271|+0.235|+0.213,18,2,7,8
3375,popularity|contemporary|Animation,+0.314|+0.249|+0.235,14,6,3,2
3374,popularity|contemporary|Animation,+0.284|+0.263|+0.230,17,3,1,2
3373,Action|popularity|modern,+0.758|+0.443|+0.274,11,9,16,16
3372,Comedy|popularity|Musical,+0.549|+0.459|+0.216,14,6,19,19
3371,Comedy|retro|popularity,+0.566|+0.564|+0.471,7,13,15,15
3370,popularity|modern|Documentary,+0.683|+0.347|+0.190,8,12,19,20
3369,popularity|Comedy|Animation,+0.728|+0.398|+0.221,13,7,19,18
3367,Comedy|retro|popularity,+0.665|+0.507|+0.265,10,10,5,5
3368,Action|popularity|Horror,+0.662|+0.584|+0.282,8,12,11,6
3366,Action|retro|popularity,+0.688|+0.468|+0.408,8,12,15,10
3365,Comedy|Documentary|Musical,+0.706|+0.164|+0.125,14,6,0,1
3364,modern|Drama|popularity,+0.624|+0.509|+0.242,0,20,0,2
3363,popularity|contemporary|Mystery,+0.704|+0.504|+0.264,10,10,15,15
3362,Comedy|modern|popularity,+0.803|+0.369|+0.249,9,11,6,5
3361,Thriller|War|Mystery,+0.747|+0.464|+0.342,10,10,3,7
3359,classic|popularity|Mystery,+0.524|+0.285|+0.282,12,8,8,13
3360,Romance|popularity|War,+0.860|+0.346|+0.278,3,17,12,5
3358,Action|Adventure|Sci-Fi,+0.897|+0.303|+0.293,12,8,5,7
3357,popularity|contemporary|retro,+0.351|+0.323|+0.232,13,7,5,2
3356,Fantasy|popularity|Adventure,+0.936|+0.341|+0.340,10,10,6,6
3355,popularity|Documentary|War,+0.380|+0.362|+0.331,7,13,19,15
3354,Sci-Fi|popularity|Fantasy,+0.673|+0.373|+0.316,9,11,14,11
3353,Comedy|popularity|Musical,+0.816|+0.433|+0.196,7,13,15,15
3352,Horror|Sci-Fi|popularity,+0.936|+0.318|+0.242,7,13,4,2
3351,contemporary|popularity|Western,+0.284|+0.271|+0.202,17,3,5,4
3350,War|popularity|Sci-Fi,+0.738|+0.522|+0.225,12,8,15,14
3349,contemporary|Horror|Fantasy,+0.753|+0.456|+0.437,6,14,3,13
3348,Romance|popularity|Musical,+0.916|+0.348|+0.307,8,12,8,5
3347,modern|popularity|Drama,+0.501|+0.482|+0.287,9,11,17,18
3346,classic|Musical|Western,+0.462|+0.347|+0.310,15,5,4,5
3345,Comedy|popularity|Musical,+0.843|+0.447|+0.223,4,16,13,7
3344,popularity|classic|Documentary,+0.459|+0.353|+0.324,6,14,11,16
3343,contemporary|popularity|Comedy,+0.834|+0.475|+0.258,12,8,4,4
3342,Western|popularity|contemporary,+0.388|+0.365|+0.361,16,4,7,5
3341,modern|popularity|Drama,+0.533|+0.414|+0.207,8,12,15,15
3340,contemporary|popularity|Mystery,+0.709|+0.449|+0.244,16,4,11,12
3339,Comedy|popularity|Animation,+0.588|+0.510|+0.246,13,7,20,17
3338,popularity|Comedy|contemporary,+0.551|+0.248|+0.195,13,7,18,14
3337,popularity|Documentary|retro,+0.493|+0.298|+0.248,11,9,20,19
3336,popularity|Thriller|Sci-Fi,+0.477|+0.360|+0.276,2,18,18,14
3335,Comedy|popularity|Musical,+0.712|+0.618|+0.211,8,12,17,17
3334,modern|popularity|Drama,+0.531|+0.497|+0.148,3,17,14,12
3333,contemporary|popularity|Crime,+0.629|+0.604|+0.246,8,12,8,13
3332,popularity|contemporary|Romance,+0.419|+0.329|+0.297,16,4,8,6
3331,popularity|contemporary|modern,+0.387|+0.251|+0.228,17,3,9,9
3330,popularity|Animation|Western,+0.392|+0.316|+0.316,16,4,8,6
3329,popularity|classic|Documentary,+0.413|+0.324|+0.210,7,13,9,9
3328,Romance|modern|Musical,+0.691|+0.348|+0.280,12,8,0,2
3327,contemporary|popularity|Thriller,+0.624|+0.582|+0.333,7,13,10,9
3326,contemporary|popularity|Animation,+0.678|+0.441|+0.238,14,6,11,14
3325,popularity|contemporary|modern,+0.361|+0.341|+0.274,17,3,9,9
3324,Sci-Fi|popularity|Fantasy,+0.790|+0.485|+0.307,3,17,19,12
3323,popularity|contemporary|Mystery,+0.338|+0.327|+0.241,16,4,9,10
3322,Romance|popularity|War,+0.804|+0.493|+0.248,5,15,15,7
3321,retro|Sci-Fi|popularity,+0.617|+0.561|+0.407,12,8,14,11
3320,Horror|retro|contemporary,+0.673|+0.355|+0.274,15,5,0,0
3319,Drama|retro|War,+0.638|+0.596|+0.181,9,11,0,0
3318,popularity|classic|Documentary,+0.356|+0.317|+0.283,9,11,12,11
3317,popularity|modern|Documentary,+0.488|+0.439|+0.269,11,9,20,20
3316,Thriller|popularity|modern,+0.656|+0.493|+0.306,9,11,11,11
3315,contemporary|popularity|Animation,+0.813|+0.464|+0.230,9,11,5,9
3314,contemporary|Comedy|popularity,+0.845|+0.333|+0.286,9,11,2,5
3313,classic|niche|Documentary,+0.550|+0.331|+0.255,12,8,2,6
3312,contemporary|popularity|Documentary,+0.809|+0.401|+0.222,11,9,6,7
3311,modern|Mystery|Fantasy,+0.422|+0.141|+0.139,12,8,1,1
3310,popularity|Animation|retro,+0.369|+0.192|+0.184,12,8,14,10
3309,Drama|popularity|classic,+0.635|+0.377|+0.237,9,11,12,11
3308,War|popularity|Western,+0.883|+0.380|+0.281,12,8,9,8
3307,Mystery|popularity|Thriller,+0.937|+0.351|+0.324,12,8,5,2
3306,Thriller|popularity|Crime,+0.547|+0.435|+0.313,11,9,14,10
3305,Drama|modern|popularity,+0.688|+0.481|+0.294,6,14,6,10
3304,Musical|Animation|classic,+0.929|+0.436|+0.363,16,4,1,1
3303,Comedy|popularity|Musical,+0.681|+0.390|+0.248,13,7,19,15
3302,popularity|modern|Thriller,+0.604|+0.469|+0.312,10,10,13,16
3301,Fantasy|Crime|Mystery,+0.367|+0.335|+0.311,17,3,4,6
3300,Adventure|Action|Fantasy,+0.851|+0.308|+0.297,15,5,4,5
3299,Documentary|contemporary|popularity,+0.802|+0.336|+0.324,11,9,0,5
3298,popularity|contemporary|Animation,+0.402|+0.323|+0.306,12,8,16,10
3297,popularity|modern|contemporary,+0.620|+0.407|+0.293,4,16,17,15
3296,Western|popularity|contemporary,+0.392|+0.359|+0.350,17,3,7,6
3295,popularity|Thriller|modern,+0.692|+0.467|+0.348,3,17,17,11
3294,Mystery|Crime|Thriller,+0.833|+0.388|+0.302,14,6,0,2
3293,popularity|Animation|Horror,+0.354|+0.235|+0.223,17,3,8,6
3292,Fantasy|popularity|classic,+0.616|+0.374|+0.256,7,13,7,4
3291,Drama|modern|popularity,+0.523|+0.473|+0.281,11,9,15,14
3290,contemporary|Animation|Horror,+0.315|+0.264|+0.244,15,5,0,0
3289,War|Western|popularity,+0.957|+0.330|+0.251,12,8,7,5
3288,popularity|Documentary|classic,+0.385|+0.369|+0.307,15,5,20,20
3287,Drama|Western|popularity,+0.569|+0.330|+0.318,8,12,3,0
3286,Musical|Animation|classic,+0.944|+0.416|+0.358,12,8,4,3
3285,Mystery|popularity|Documentary,+0.241|+0.237|+0.176,16,4,10,7
3284,popularity|Drama|Comedy,+0.605|+0.263|+0.259,9,11,18,16
3283,Mystery|Fantasy|contemporary,+0.269|+0.244|+0.215,14,6,3,5
3282,classic|Western|Musical,+0.649|+0.424|+0.331,14,6,5,4
3281,popularity|Documentary|modern,+0.560|+0.343|+0.309,14,6,20,19
3280,modern|Comedy|Thriller,+0.546|+0.131|+0.110,9,11,1,3
3279,Sci-Fi|popularity|modern,+0.724|+0.407|+0.313,13,7,12,11
3278,Comedy|Musical|popularity,+0.749|+0.276|+0.271,12,8,9,7
3277,Romance|popularity|Mystery,+0.632|+0.618|+0.207,9,11,16,14
3276,popularity|modern|Drama,+0.566|+0.463|+0.186,7,13,17,20
3275,Comedy|popularity|Animation,+0.460|+0.380|+0.343,15,5,15,14
3274,popularity|Thriller|retro,+0.678|+0.330|+0.190,2,18,17,12
3273,Drama|popularity|retro,+0.474|+0.402|+0.360,11,9,8,10
3272,modern|Thriller|Adventure,+0.183|+0.087|+0.068,15,5,1,0
3271,Crime|Mystery|popularity,+0.897|+0.320|+0.279,15,5,3,5
3270,popularity|Animation|Documentary,+0.595|+0.279|+0.275,9,11,20,18
3269,retro|popularity|Documentary,+0.603|+0.457|+0.192,7,13,20,18
3268,popularity|Thriller|modern,+0.656|+0.452|+0.341,7,13,17,17
3267,Crime|popularity|Mystery,+0.806|+0.441|+0.249,12,8,9,6
3266,Drama|modern|popularity,+0.440|+0.401|+0.366,15,5,10,11
3265,contemporary|popularity|Thriller,+0.667|+0.387|+0.231,15,5,11,13
3264,contemporary|popularity|Horror,+0.526|+0.331|+0.235,9,11,6,3
3263,Action|popularity|Adventure,+0.854|+0.377|+0.287,8,12,16,6
3262,Comedy|popularity|contemporary,+0.646|+0.509|+0.487,8,12,9,9
3261,contemporary|popularity|Comedy,+0.697|+0.386|+0.315,13,7,4,8
3260,popularity|Thriller|War,+0.575|+0.534|+0.498,11,9,11,9
3259,Mystery|popularity|Crime,+0.824|+0.486|+0.357,12,8,6,5
3258,retro|popularity|contemporary,+0.464|+0.446|+0.200,8,12,17,14
3257,Mystery|popularity|Crime,+0.903|+0.336|+0.321,10,10,1,5
3256,popularity|Action|Sci-Fi,+0.683|+0.463|+0.225,8,12,20,20
3255,Romance|modern|popularity,+0.863|+0.353|+0.315,7,13,5,3
3254,Comedy|popularity|Musical,+0.693|+0.516|+0.247,13,7,20,19
3253,War|modern|popularity,+0.742|+0.474|+0.295,11,9,7,8
3252,Western|popularity|contemporary,+0.402|+0.390|+0.361,14,6,11,8
3251,retro|popularity|Documentary,+0.588|+0.350|+0.226,9,11,16,13
3249,popularity|Romance|Sci-Fi,+0.407|+0.295|+0.256,17,3,6,5
3250,Drama|modern|popularity,+0.699|+0.436|+0.384,6,14,3,4
3248,contemporary|popularity|Drama,+0.560|+0.513|+0.234,9,11,10,17
3247,Adventure|popularity|Action,+0.804|+0.428|+0.407,4,16,13,10
3246,Action|Adventure|popularity,+0.822|+0.299|+0.258,9,11,1,2
3245,contemporary|popularity|Animation,+0.888|+0.266|+0.250,13,7,1,1
3244,popularity|Animation|Comedy,+0.711|+0.265|+0.243,8,12,20,20
3243,Romance|modern|Musical,+0.737|+0.384|+0.281,11,9,2,2
3242,Comedy|popularity|Musical,+0.597|+0.408|+0.238,13,7,19,17
3241,Mystery|contemporary|Fantasy,+0.239|+0.230|+0.223,14,6,5,7
3240,popularity|contemporary|modern,+0.363|+0.284|+0.226,17,3,9,9
3239,War|popularity|modern,+0.535|+0.531|+0.286,12,8,18,19
3238,retro|popularity|contemporary,+0.574|+0.523|+0.362,6,14,18,16
3237,modern|popularity|Documentary,+0.498|+0.397|+0.283,9,11,18,19
3236,Comedy|popularity|retro,+0.679|+0.577|+0.275,7,13,16,18
3235,popularity|contemporary|Western,+0.423|+0.411|+0.359,13,7,11,8
3234,Drama|classic|niche,+0.457|+0.445|+0.371,9,11,7,13
3233,Drama|retro|popularity,+0.747|+0.303|+0.256,9,11,7,3
3232,Comedy|modern|popularity,+0.789|+0.372|+0.342,8,12,9,10
3231,Action|popularity|Adventure,+0.812|+0.486|+0.296,7,13,16,10
3230,contemporary|popularity|Animation,+0.673|+0.476|+0.308,13,7,10,13
3229,contemporary|popularity|Documentary,+0.834|+0.363|+0.228,8,12,6,10
3228,Western|contemporary|popularity,+0.409|+0.356|+0.329,17,3,7,6
3227,Comedy|modern|Romance,+0.775|+0.360|+0.140,10,10,0,2
3226,Action|popularity|Sci-Fi,+0.786|+0.424|+0.258,8,12,20,12
3225,Documentary|popularity|Comedy,+0.798|+0.371|+0.307,13,7,2,9
3224,Sci-Fi|contemporary|popularity,+0.725|+0.317|+0.296,12,8,4,4
3223,popularity|contemporary|Animation,+0.519|+0.383|+0.331,11,9,18,12
3222,popularity|modern|Documentary,+0.466|+0.437|+0.312,10,10,20,20
3221,Crime|popularity|Mystery,+0.622|+0.565|+0.225,9,11,14,19
3220,retro|popularity|Animation,+0.314|+0.205|+0.181,13,7,4,3
3218,Western|contemporary|popularity,+0.410|+0.314|+0.295,17,3,7,6
3217,contemporary|popularity|modern,+0.474|+0.448|+0.318,11,9,13,14
3216,Drama|popularity|War,+0.736|+0.258|+0.199,6,14,6,1
3215,popularity|Mystery|retro,+0.422|+0.241|+0.176,7,13,14,7
3219,popularity|Comedy|contemporary,+0.653|+0.478|+0.211,4,16,14,13
3214,popularity|Musical|Adventure,+0.244|+0.190|+0.177,11,9,13,8
3213,popularity|retro|Animation,+0.636|+0.395|+0.222,12,8,18,19
3212,popularity|Action|modern,+0.618|+0.415|+0.393,7,13,18,18
3211,contemporary|popularity|Documentary,+0.564|+0.362|+0.334,9,11,8,16
3210,contemporary|popularity|Drama,+0.827|+0.319|+0.259,9,11,6,7
3209,contemporary|Action|popularity,+0.870|+0.400|+0.305,14,6,4,4
3208,Action|popularity|Sci-Fi,+0.692|+0.611|+0.212,3,17,19,16
3207,Mystery|popularity|Crime,+0.847|+0.407|+0.246,10,10,5,2
3206,popularity|contemporary|Western,+0.413|+0.388|+0.346,11,9,14,10
3205,popularity|contemporary|Romance,+0.641|+0.373|+0.189,5,15,19,20
3204,Comedy|popularity|Musical,+0.814|+0.435|+0.227,8,12,15,11
3203,popularity|Romance|retro,+0.797|+0.242|+0.212,5,15,20,19
3202,popularity|contemporary|modern,+0.460|+0.361|+0.232,17,3,10,8
3201,retro|classic|popularity,+0.341|+0.211|+0.202,9,11,0,0
3200,popularity|classic|Documentary,+0.404|+0.316|+0.284,13,7,13,15
3199,Fantasy|popularity|Adventure,+0.883|+0.477|+0.418,5,15,3,11
3198,classic|Documentary|niche,+0.448|+0.395|+0.312,13,7,13,18
3197,Crime|Mystery|Thriller,+0.899|+0.302|+0.278,12,8,3,4
3196,contemporary|popularity|Horror,+0.913|+0.297|+0.288,13,7,1,1
3195,popularity|modern|contemporary,+0.681|+0.420|+0.269,7,13,17,17
3194,contemporary|popularity|Animation,+0.626|+0.448|+0.321,12,8,12,10
3193,Sci-Fi|popularity|Fantasy,+0.606|+0.292|+0.267,18,2,1,1
3192,Crime|popularity|Mystery,+0.840|+0.540|+0.277,5,15,9,8
3191,contemporary|popularity|Animation,+0.917|+0.262|+0.234,9,11,1,1
3190,popularity|Action|Adventure,+0.704|+0.420|+0.354,4,16,19,19
3189,contemporary|popularity|Mystery,+0.821|+0.416|+0.222,12,8,6,4
3188,niche|Drama|modern,+0.379|+0.293|+0.287,9,11,13,7
3187,classic|Documentary|popularity,+0.476|+0.344|+0.340,9,11,17,19
3186,popularity|contemporary|Sci-Fi,+0.318|+0.279|+0.193,16,4,11,10
3185,Comedy|popularity|Animation,+0.733|+0.542|+0.231,8,12,19,19
3184,Drama|modern|popularity,+0.649|+0.476|+0.308,7,13,9,9
3183,Adventure|popularity|Fantasy,+0.670|+0.433|+0.331,9,11,10,8
3182,popularity|classic|Documentary,+0.467|+0.409|+0.252,14,6,6,11
3181,classic|Documentary|War,+0.503|+0.376|+0.296,9,11,14,19
3179,contemporary|popularity|Comedy,+0.734|+0.437|+0.244,9,11,8,6
3180,Drama|modern|Crime,+0.621|+0.220|+0.144,13,7,1,0
3178,popularity|Animation|contemporary,+0.626|+0.455|+0.421,10,10,16,14
3177,contemporary|popularity|Comedy,+0.780|+0.544|+0.268,9,11,9,9
3176,contemporary|popularity|Animation,+0.850|+0.328|+0.246,13,7,2,2
3175,retro|popularity|Documentary,+0.603|+0.306|+0.255,9,11,14,14
3174,Thriller|modern|popularity,+0.673|+0.444|+0.393,8,12,6,7
3173,Action|popularity|Sci-Fi,+0.811|+0.414|+0.270,6,14,14,8
3172,Animation|popularity|contemporary,+0.570|+0.522|+0.338,7,13,13,8
3171,classic|Crime|Mystery,+0.384|+0.372|+0.348,9,11,13,15
3170,retro|popularity|Documentary,+0.630|+0.466|+0.164,9,11,17,15
3169,Action|popularity|War,+0.646|+0.423|+0.276,9,11,16,14
3168,contemporary|Western|popularity,+0.404|+0.385|+0.368,15,5,7,7
3167,contemporary|retro|popularity,+0.635|+0.467|+0.414,12,8,9,12
3166,popularity|retro|Animation,+0.736|+0.227|+0.207,6,14,20,20
3165,popularity|contemporary|Animation,+0.563|+0.227|+0.196,9,11,16,10
3164,popularity|contemporary|Romance,+0.375|+0.375|+0.262,16,4,8,5
3163,popularity|modern|Documentary,+0.350|+0.326|+0.225,5,15,16,16
3162,Mystery|Thriller|Crime,+0.900|+0.391|+0.326,16,4,3,2
3161,popularity|Animation|retro,+0.757|+0.192|+0.187,2,18,20,19
3160,Sci-Fi|popularity|Fantasy,+0.652|+0.439|+0.305,9,11,15,15
3159,Romance|popularity|contemporary,+0.452|+0.397|+0.257,7,13,13,4
3158,popularity|Documentary|contemporary,+0.415|+0.358|+0.350,16,4,16,18
3157,Crime|popularity|Mystery,+0.657|+0.602|+0.293,5,15,9,7
3156,contemporary|popularity|Crime,+0.804|+0.450|+0.276,11,9,6,10
3155,Mystery|popularity|Thriller,+0.502|+0.477|+0.374,7,13,7,4
3154,popularity|contemporary|classic,+0.516|+0.341|+0.306,12,8,19,19
3153,popularity|Comedy|Romance,+0.756|+0.380|+0.233,1,19,20,20
3152,popularity|contemporary|Animation,+0.480|+0.368|+0.238,7,13,8,6
3151,popularity|retro|Animation,+0.763|+0.355|+0.227,5,15,18,18
3150,popularity|contemporary|modern,+0.434|+0.298|+0.218,14,6,16,10
3149,contemporary|popularity|Horror,+0.870|+0.351|+0.290,12,8,2,4
3148,Drama|popularity|modern,+0.531|+0.419|+0.261,12,8,17,19
3147,Crime|popularity|Mystery,+0.872|+0.322|+0.317,9,11,4,5
3146,popularity|Documentary|Animation,+0.709|+0.170|+0.169,3,17,20,19
3145,Crime|popularity|Documentary,+0.529|+0.525|+0.317,11,9,17,18
3144,popularity|Animation|contemporary,+0.300|+0.199|+0.166,16,4,5,3
3143,Documentary|popularity|modern,+0.363|+0.362|+0.309,12,8,15,18
3142,popularity|modern|Thriller,+0.493|+0.340|+0.333,6,14,18,13
3141,Sci-Fi|popularity|Fantasy,+0.759|+0.597|+0.300,9,11,17,12
3140,popularity|Horror|retro,+0.432|+0.339|+0.267,6,14,9,12
3139,popularity|contemporary|Documentary,+0.403|+0.365|+0.252,12,8,14,10
3138,popularity|modern|Thriller,+0.618|+0.447|+0.196,12,8,19,19
3137,Western|contemporary|popularity,+0.361|+0.326|+0.325,17,3,7,7
3136,Comedy|popularity|Documentary,+0.672|+0.461|+0.243,12,8,20,18
3135,Drama|niche|modern,+0.642|+0.462|+0.276,5,15,2,2
3134,Sci-Fi|popularity|Fantasy,+0.697|+0.452|+0.289,4,16,18,8
3133,contemporary|popularity|Animation,+0.845|+0.378|+0.294,14,6,3,3
3132,contemporary|popularity|Animation,+0.843|+0.306|+0.249,15,5,3,4
3131,Drama|popularity|War,+0.804|+0.264|+0.180,4,16,8,4
3130,popularity|Thriller|Crime,+0.550|+0.392|+0.307,10,10,19,19
3129,modern|popularity|Thriller,+0.521|+0.476|+0.193,5,15,16,9
3128,Drama|popularity|contemporary,+0.471|+0.417|+0.253,10,10,9,5
3126,popularity|modern|Drama,+0.516|+0.456|+0.357,7,13,14,16
3125,Action|popularity|Adventure,+0.720|+0.388|+0.251,14,6,3,2
3127,Romance|modern|popularity,+0.826|+0.446|+0.330,9,11,10,8
3124,popularity|Animation|Sci-Fi,+0.415|+0.190|+0.170,9,11,15,8
3123,Animation|popularity|Musical,+0.860|+0.397|+0.348,11,9,6,3
3122,Fantasy|Crime|classic,+0.389|+0.367|+0.331,14,6,4,8
3121,Western|contemporary|popularity,+0.390|+0.329|+0.318,16,4,7,6
3120,popularity|Animation|Western,+0.421|+0.329|+0.323,17,3,8,6
3119,Sci-Fi|popularity|Action,+0.833|+0.494|+0.327,2,18,17,7
3118,Drama|popularity|War,+0.788|+0.300|+0.192,6,14,10,6
3117,popularity|Thriller|retro,+0.652|+0.506|+0.317,3,17,17,13
3116,Action|popularity|Adventure,+0.799|+0.498|+0.318,7,13,13,5
3114,Comedy|popularity|modern,+0.837|+0.310|+0.260,7,13,9,6
3113,popularity|modern|contemporary,+0.583|+0.444|+0.401,7,13,16,14
3112,Western|popularity|Crime,+0.571|+0.466|+0.420,5,15,13,7
3111,Comedy|modern|Documentary,+0.704|+0.315|+0.182,12,8,0,1
3110,Drama|popularity|classic,+0.479|+0.317|+0.312,12,8,12,12
3109,contemporary|Documentary|popularity,+0.620|+0.550|+0.354,12,8,3,8
3108,Western|War|classic,+0.973|+0.360|+0.358,17,3,3,4
3107,popularity|Crime|Horror,+0.305|+0.176|+0.150,10,10,10,5
3106,popularity|classic|contemporary,+0.501|+0.413|+0.295,10,10,9,9
3105,popularity|classic|Animation,+0.604|+0.357|+0.258,3,17,16,20
3104,Thriller|popularity|Crime,+0.639|+0.605|+0.314,9,11,17,16
3103,popularity|Musical|contemporary,+0.389|+0.208|+0.207,11,9,16,11
3102,popularity|Romance|Animation,+0.403|+0.275|+0.250,13,7,8,4
3101,Comedy|popularity|Musical,+0.525|+0.457|+0.255,12,8,19,18
3100,modern|popularity|Drama,+0.538|+0.427|+0.404,8,12,14,13
3099,contemporary|popularity|Sci-Fi,+0.744|+0.530|+0.304,12,8,11,10
3115,popularity|Sci-Fi|Musical,+0.449|+0.261|+0.244,9,11,14,8
3098,modern|popularity|Documentary,+0.467|+0.404|+0.339,15,5,20,20
3097,contemporary|popularity|Mystery,+0.863|+0.357|+0.235,13,7,6,5
3096,Romance|modern|Musical,+0.760|+0.312|+0.270,12,8,0,0
3095,contemporary|popularity|Comedy,+0.716|+0.534|+0.253,12,8,9,10
3094,popularity|Western|contemporary,+0.462|+0.367|+0.364,11,9,13,11
3093,classic|contemporary|niche,+0.616|+0.401|+0.275,9,11,2,5
3092,Sci-Fi|popularity|Fantasy,+0.732|+0.318|+0.284,9,11,10,7
3091,popularity|Adventure|Sci-Fi,+0.566|+0.557|+0.353,9,11,18,19
3090,popularity|Sci-Fi|Fantasy,+0.611|+0.526|+0.253,7,13,19,17
3089,popularity|modern|Romance,+0.525|+0.471|+0.423,10,10,16,11
3088,retro|popularity|Romance,+0.642|+0.459|+0.451,11,9,13,13
3087,Drama|modern|Mystery,+0.684|+0.399|+0.358,12,8,3,4
3086,modern|popularity|Drama,+0.585|+0.417|+0.165,1,19,12,9
3085,Action|Adventure|popularity,+0.914|+0.312|+0.307,11,9,5,4
3084,popularity|Musical|War,+0.426|+0.213|+0.209,12,8,15,12
3083,Animation|popularity|Musical,+0.261|+0.227|+0.177,16,4,7,9
3082,Thriller|Mystery|popularity,+0.863|+0.298|+0.280,13,7,1,2
3081,contemporary|Comedy|popularity,+0.300|+0.272|+0.248,15,5,3,2
3080,contemporary|popularity|Drama,+0.748|+0.409|+0.294,13,7,5,8
3079,contemporary|popularity|modern,+0.564|+0.445|+0.250,5,15,8,14
3078,classic|Documentary|War,+0.432|+0.351|+0.291,11,9,18,19
3077,Thriller|popularity|Mystery,+0.719|+0.514|+0.480,5,15,12,7
3076,Action|popularity|modern,+0.751|+0.454|+0.310,8,12,17,18
3075,contemporary|popularity|Drama,+0.611|+0.444|+0.370,14,6,5,9
3074,contemporary|popularity|Documentary,+0.814|+0.393|+0.260,9,11,4,10
3073,Comedy|popularity|Musical,+0.780|+0.414|+0.233,9,11,20,16
3072,popularity|Musical|Romance,+0.463|+0.376|+0.356,11,9,12,12
3071,popularity|contemporary|Western,+0.464|+0.335|+0.321,12,8,10,8
3070,popularity|Documentary|classic,+0.395|+0.393|+0.290,11,9,19,19
3069,contemporary|popularity|Mystery,+0.855|+0.399|+0.239,13,7,2,3
3068,popularity|Fantasy|Sci-Fi,+0.478|+0.434|+0.386,13,7,18,19
3067,classic|Musical|Western,+0.489|+0.486|+0.332,13,7,3,2
3066,popularity|modern|Animation,+0.594|+0.468|+0.171,2,18,17,15
3065,contemporary|popularity|Animation,+0.811|+0.476|+0.256,13,7,8,6
3064,popularity|retro|Action,+0.685|+0.476|+0.448,3,17,19,7
3063,popularity|Adventure|Action,+0.454|+0.284|+0.237,7,13,16,6
3062,popularity|Mystery|Adventure,+0.376|+0.203|+0.187,4,16,19,9
3061,War|popularity|Western,+0.626|+0.597|+0.264,12,8,12,7
3060,Thriller|modern|Mystery,+0.806|+0.401|+0.378,11,9,7,12
3059,popularity|Documentary|Animation,+0.599|+0.330|+0.268,9,11,20,18
3058,Comedy|popularity|Animation,+0.674|+0.664|+0.187,4,16,18,11
3057,popularity|contemporary|Thriller,+0.723|+0.299|+0.189,1,19,18,11
3056,Sci-Fi|popularity|Fantasy,+0.576|+0.472|+0.326,13,7,18,17
3055,Horror|Mystery|Sci-Fi,+0.800|+0.345|+0.303,9,11,0,0
3054,retro|popularity|Animation,+0.568|+0.400|+0.319,9,11,13,8
3053,Horror|popularity|retro,+0.740|+0.412|+0.311,9,11,9,7
3052,contemporary|Sci-Fi|Horror,+0.740|+0.541|+0.356,9,11,4,13
3050,contemporary|popularity|Drama,+0.600|+0.442|+0.229,14,6,12,12
3051,contemporary|popularity|Sci-Fi,+0.835|+0.414|+0.281,11,9,3,2
3049,Romance|Musical|popularity,+0.878|+0.294|+0.275,7,13,9,6
3048,Action|popularity|Sci-Fi,+0.761|+0.465|+0.230,12,8,19,15
3047,Sci-Fi|popularity|Fantasy,+0.756|+0.414|+0.267,6,14,17,10
3046,contemporary|Horror|popularity,+0.846|+0.478|+0.397,10,10,1,2
3045,popularity|War|Documentary,+0.437|+0.366|+0.322,8,12,15,17
3044,modern|Thriller|Horror,+0.178|+0.146|+0.136,12,8,5,5
3043,contemporary|niche|Horror,+0.896|+0.267|+0.243,9,11,1,6
3042,modern|popularity|Animation,+0.562|+0.402|+0.168,4,16,13,9
3040,Sci-Fi|popularity|modern,+0.698|+0.448|+0.319,13,7,13,14
3041,Crime|popularity|contemporary,+0.708|+0.588|+0.296,6,14,10,5
3039,classic|Musical|Western,+0.695|+0.295|+0.293,13,7,0,0
3038,popularity|Comedy|Musical,+0.467|+0.427|+0.299,15,5,16,16
3037,Drama|modern|popularity,+0.750|+0.432|+0.318,5,15,2,4
3036,popularity|retro|Musical,+0.536|+0.207|+0.190,7,13,15,11
3035,Action|popularity|Sci-Fi,+0.648|+0.512|+0.205,8,12,19,15
3034,popularity|Animation|contemporary,+0.348|+0.228|+0.226,17,3,9,7
3033,popularity|War|Action,+0.756|+0.551|+0.228,7,13,15,16
3032,Western|War|classic,+0.967|+0.377|+0.351,17,3,3,4
3031,contemporary|popularity|Mystery,+0.845|+0.306|+0.273,13,7,2,3
3030,Drama|popularity|modern,+0.591|+0.453|+0.443,10,10,12,16
3029,contemporary|popularity|Animation,+0.951|+0.306|+0.223,10,10,1,4
3028,Comedy|popularity|Musical,+0.824|+0.441|+0.200,7,13,12,10
3027,Crime|popularity|Mystery,+0.882|+0.484|+0.272,3,17,9,7
3026,Comedy|Documentary|Fantasy,+0.491|+0.367|+0.286,17,3,0,0
3025,Romance|popularity|classic,+0.776|+0.334|+0.263,6,14,8,8
3024,contemporary|popularity|Sci-Fi,+0.826|+0.416|+0.258,12,8,6,7
3023,popularity|Animation|contemporary,+0.399|+0.259|+0.242,17,3,8,6
3022,Action|popularity|Adventure,+0.868|+0.367|+0.253,6,14,12,8
3021,popularity|Drama|retro,+0.581|+0.501|+0.198,9,11,16,12
3020,Romance|popularity|War,+0.806|+0.316|+0.275,8,12,8,2
